GPCC precip area-mean Philippines lat[5.0,19.0] lon0360[118.0,127.0]
1950 2019
212.49	101.15	161.30	100.09	177.83	234.35	266.77	270.36	266.94	276.16	208.93	217.04
149.11	123.82	66.09	95.28	210.24	230.52	267.49	259.40	270.26	187.48	291.90	297.14
121.97	134.02	83.63	103.40	182.96	246.65	289.21	393.21	253.10	400.79	180.27	336.05
189.37	141.65	75.78	67.42	154.57	294.37	247.84	303.95	195.23	221.34	281.89	271.38
104.10	94.86	192.47	71.74	175.11	204.40	222.76	277.20	270.33	227.87	262.64	277.32
299.25	77.78	77.39	91.68	160.95	278.56	220.95	213.57	201.54	258.86	387.44	164.74
196.73	133.11	137.65	220.09	277.09	201.70	255.65	315.80	338.89	241.50	261.88	435.45
167.94	91.86	90.25	104.59	88.98	249.47	271.37	275.59	292.29	213.86	155.54	104.23
136.74	87.21	57.99	58.25	126.57	222.58	269.71	283.23	247.21	388.85	270.67	123.85
126.04	70.90	150.37	55.76	185.64	188.48	296.52	309.50	192.18	229.32	262.10	219.35
151.90	163.75	90.43	158.14	201.33	258.62	220.68	324.10	281.90	338.91	236.07	152.98
137.09	86.65	74.30	102.56	215.62	285.13	267.03	322.61	227.03	244.42	218.03	186.99
197.89	165.25	142.59	87.11	206.52	189.10	411.65	292.18	377.46	165.13	267.43	194.54
290.61	158.96	110.29	41.74	108.92	302.98	216.45	334.65	261.25	188.41	177.99	194.13
106.98	173.07	59.05	153.04	200.38	260.20	208.01	253.32	292.45	257.46	441.54	237.56
220.35	133.43	134.94	110.46	198.70	288.74	309.76	235.62	241.94	192.76	196.93	199.53
123.65	64.79	66.08	71.90	360.52	185.53	312.68	209.95	243.38	242.30	292.12	259.07
246.97	136.54	93.57	95.08	111.42	269.10	255.17	335.35	223.20	274.75	242.95	132.31
186.52	70.94	68.09	56.83	106.60	153.17	203.34	318.09	263.61	184.67	169.22	145.37
65.87	38.70	43.13	65.87	141.21	232.19	364.02	251.47	268.02	171.07	207.96	258.57
148.94	115.74	89.83	88.77	138.46	287.85	248.08	287.71	261.63	399.67	329.16	238.36
211.52	205.06	131.74	85.38	225.29	322.14	319.88	238.67	209.29	430.46	312.63	262.85
279.64	95.27	157.57	92.48	160.74	213.54	372.61	300.77	243.96	132.89	218.94	160.75
50.20	43.34	42.81	84.20	119.31	183.96	257.64	297.18	284.41	334.36	409.16	320.01
168.12	191.06	85.68	114.40	158.24	249.26	234.19	289.86	139.99	408.61	260.68	275.99
183.86	114.73	91.17	169.85	156.85	261.86	222.53	251.26	231.24	284.63	175.78	388.91
225.13	99.28	95.48	68.94	355.29	248.71	202.19	277.19	210.65	200.65	231.41	261.83
135.47	227.74	90.37	49.74	137.71	197.49	340.82	282.56	353.11	139.16	224.72	92.21
120.87	87.34	64.08	100.87	183.86	198.87	200.46	377.85	332.72	337.22	194.81	220.47
88.69	70.97	51.93	110.37	218.61	267.88	297.95	261.40	216.51	332.70	204.62	161.73
185.78	116.94	88.66	66.94	141.45	331.65	322.18	238.34	243.92	289.75	276.18	214.08
248.48	85.73	58.88	59.48	144.83	286.97	251.53	232.06	249.14	260.37	309.92	148.29
140.71	114.12	120.68	87.91	158.11	217.94	326.18	326.97	243.06	166.00	166.08	162.98
97.50	34.06	38.75	32.30	75.99	188.68	332.73	262.74	302.93	278.97	252.43	237.64
205.00	188.34	101.58	113.91	180.03	334.81	188.48	344.85	228.44	350.93	206.00	187.61
149.75	96.78	93.70	169.40	164.55	321.36	245.82	218.58	314.59	329.10	220.74	170.81
302.78	73.03	103.23	95.30	144.91	184.30	329.92	331.25	286.49	320.64	286.75	128.60
95.59	96.41	50.01	36.65	91.90	200.96	265.25	265.72	225.62	197.25	274.81	210.98
121.29	121.85	80.23	132.01	178.98	269.40	273.01	187.00	212.51	476.98	354.76	218.63
201.36	143.47	164.86	114.86	232.23	273.49	277.22	306.63	248.08	230.64	171.51	112.59
144.45	51.44	51.56	63.27	230.01	358.07	247.56	286.35	248.15	234.91	280.29	125.03
108.39	99.83	72.00	94.27	130.92	227.51	288.20	322.04	194.18	163.89	183.45	144.07
94.73	42.21	36.25	38.27	107.79	198.64	288.48	258.53	227.13	270.10	183.84	142.54
116.59	138.68	82.61	73.90	81.88	169.65	286.81	303.47	212.70	273.71	231.23	376.08
156.81	93.37	119.44	135.26	176.84	267.65	352.22	243.31	289.25	167.04	149.71	186.03
124.54	95.43	76.27	64.15	136.84	208.59	259.14	278.59	375.31	295.01	314.55	365.48
265.08	183.90	135.52	193.88	178.99	207.96	286.12	189.38	258.32	245.98	364.52	186.09
147.04	164.57	85.61	58.48	198.52	156.77	287.27	229.77	187.96	156.74	124.80	120.71
70.75	38.70	36.72	37.66	161.02	163.40	134.14	177.61	272.11	392.46	294.14	375.23
337.85	183.86	240.08	199.63	182.05	254.02	264.46	349.07	243.71	276.78	301.35	337.51
185.11	283.99	204.32	135.91	231.83	209.97	343.53	230.56	208.94	384.18	282.54	295.00
183.53	210.51	182.74	104.59	216.39	236.51	275.07	330.20	178.07	259.46	339.66	273.00
122.90	105.90	78.91	78.60	144.57	237.47	373.64	272.65	263.01	184.82	232.24	130.35
143.19	80.17	76.36	45.19	266.08	247.23	309.13	286.27	261.90	252.40	170.67	249.39
113.44	115.90	83.09	78.56	252.01	344.04	231.04	264.80	149.32	241.09	215.36	171.23
115.96	45.17	101.85	51.61	144.02	227.77	262.45	256.65	319.66	273.07	182.50	456.93
212.03	194.03	159.27	81.42	195.09	226.50	269.21	279.46	287.96	270.48	146.87	269.08
240.05	69.86	79.02	82.94	164.97	196.10	228.06	279.56	290.81	277.86	346.53	218.54
